year,carrier,salida,llegada,dif
2013,AA,2013-03-31T12:00:00Z,2022-05-23T12:15:00Z,4809615
2013,B6,2013-03-31T12:00:00Z,2022-05-23T12:09:00Z,4809609
2013,UA,2013-03-31T12:00:00Z,2022-05-23T12:00:00Z,4809600
2013,DL,2013-03-31T12:00:00Z,2022-05-23T12:05:00Z,4809605
2013,DL,2013-03-31T12:00:00Z,2022-05-23T12:05:00Z,4809605
2013,AA,2013-03-31T12:00:00Z,2022-05-23T12:15:00Z,4809615
2013,VX,2013-03-31T12:00:00Z,2022-05-23T12:10:00Z,4809610
2013,MQ,2013-03-31T12:00:00Z,2022-05-23T12:10:00Z,4809610
2013,UA,2013-03-31T12:00:00Z,2022-05-23T12:19:00Z,4809619
2013,AS,2013-03-31T12:00:00Z,2022-05-23T12:25:00Z,4809625
2013,EV,2013-03-31T12:00:00Z,2022-05-23T12:29:00Z,4809629
2013,B6,2013-03-31T12:00:00Z,2022-05-23T12:30:00Z,4809630
2013,AA,2013-03-31T12:00:00Z,2022-05-23T12:30:00Z,4809630
2013,B6,2013-03-31T12:00:00Z,2022-05-23T12:29:00Z,4809629
2013,WN,2013-03-31T12:00:00Z,2022-05-23T12:25:00Z,4809625
2013,B6,2013-03-31T12:00:00Z,2022-05-23T12:30:00Z,4809630
2013,EV,2013-03-31T12:00:00Z,2022-05-23T12:32:00Z,4809632
2013,US,2013-03-31T12:00:00Z,2022-05-23T12:30:00Z,4809630
2013,WN,2013-03-31T12:00:00Z,2022-05-23T12:30:00Z,4809630
2013,AA,2013-03-31T12:00:00Z,2022-05-23T12:30:00Z,4809630
2013,VX,2013-03-31T12:00:00Z,2022-05-23T12:30:00Z,4809630
2013,UA,2013-03-31T12:00:00Z,2022-05-23T12:29:00Z,4809629
2013,B6,2013-03-31T12:00:00Z,2022-05-23T12:31:00Z,4809631
2013,EV,2013-03-31T12:00:00Z,2022-05-23T12:47:00Z,4809647
2013,AA,2013-03-31T12:00:00Z,2022-05-23T12:45:00Z,4809645
2013,AA,2013-03-31T12:00:00Z,2022-05-23T12:45:00Z,4809645
2013,B6,2013-03-31T13:00:00Z,2022-05-23T13:00:00Z,4809600
2013,DL,2013-03-31T12:00:00Z,2022-05-23T12:45:00Z,4809645
2013,US,2013-03-31T12:00:00Z,2022-05-23T12:55:00Z,4809655
2013,EV,2013-03-31T12:00:00Z,2022-05-23T12:51:00Z,4809651
2013,UA,2013-03-31T11:00:00Z,2022-05-23T11:30:00Z,4809630
2013,UA,2013-03-31T12:00:00Z,2022-05-23T12:55:00Z,4809655
2013,B6,2013-03-31T12:00:00Z,2022-05-23T12:35:00Z,4809635
2013,DL,2013-03-31T12:00:00Z,2022-05-23T12:59:00Z,4809659
2013,9E,2013-03-31T12:00:00Z,2022-05-23T12:57:00Z,4809657
2013,9E,2013-03-31T13:00:00Z,2022-05-23T13:00:00Z,4809600
2013,EV,2013-03-31T12:00:00Z,2022-05-23T12:59:00Z,4809659
2013,DL,2013-03-31T12:00:00Z,2022-05-23T12:45:00Z,4809645
2013,B6,2013-03-31T12:00:00Z,2022-05-23T12:55:00Z,4809655
2013,WN,2013-03-31T12:00:00Z,2022-05-23T12:55:00Z,4809655
2013,EV,2013-03-31T12:00:00Z,2022-05-23T12:59:00Z,4809659
2013,AA,2013-03-31T12:00:00Z,2022-05-23T12:55:00Z,4809655
2013,UA,2013-03-31T12:00:00Z,2022-05-23T12:47:00Z,4809647
2013,B6,2013-03-31T13:00:00Z,2022-05-23T13:00:00Z,4809600
2013,UA,2013-03-31T13:00:00Z,2022-05-23T13:00:00Z,4809600
2013,9E,2013-03-31T13:00:00Z,2022-05-23T13:05:00Z,4809605
2013,9E,2013-03-31T13:00:00Z,2022-05-23T13:10:00Z,4809610
2013,DL,2013-03-31T13:00:00Z,2022-05-23T13:05:00Z,4809605
2013,DL,2013-03-31T13:00:00Z,2022-05-23T13:05:00Z,4809605
2013,UA,2013-03-31T13:00:00Z,2022-05-23T13:09:00Z,4809609
2013,DL,2013-03-31T13:00:00Z,2022-05-23T13:10:00Z,4809610
2013,DL,2013-03-31T13:00:00Z,2022-05-23T13:10:00Z,4809610
2013,B6,2013-03-31T13:00:00Z,2022-05-23T13:00:00Z,4809600
2013,DL,2013-03-31T13:00:00Z,2022-05-23T13:10:00Z,4809610
2013,AA,2013-03-31T13:00:00Z,2022-05-23T13:10:00Z,4809610
2013,AA,2013-03-31T13:00:00Z,2022-05-23T13:10:00Z,4809610
2013,DL,2013-03-31T13:00:00Z,2022-05-23T13:10:00Z,4809610
2013,9E,2013-03-31T13:00:00Z,2022-05-23T13:15:00Z,4809615
2013,UA,2013-03-31T13:00:00Z,2022-05-23T13:10:00Z,4809610
2013,EV,2013-03-31T13:00:00Z,2022-05-23T13:15:00Z,4809615
2013,EV,2013-03-31T13:00:00Z,2022-05-23T13:13:00Z,4809613
2013,B6,2013-03-31T13:00:00Z,2022-05-23T13:15:00Z,4809615
2013,US,2013-03-31T13:00:00Z,2022-05-23T13:15:00Z,4809615
2013,UA,2013-03-31T11:00:00Z,2022-05-23T11:10:00Z,4809610
2013,DL,2013-03-31T13:00:00Z,2022-05-23T13:15:00Z,4809615
2013,DL,2013-03-31T13:00:00Z,2022-05-23T13:15:00Z,4809615
2013,MQ,2013-03-31T13:00:00Z,2022-05-23T13:10:00Z,4809610
2013,EV,2013-03-31T12:00:00Z,2022-05-23T12:59:00Z,4809659
2013,B6,2013-03-31T12:00:00Z,2022-05-23T12:48:00Z,4809648
2013,US,2013-03-31T13:00:00Z,2022-05-23T13:25:00Z,4809625
2013,B6,2013-03-31T13:00:00Z,2022-05-23T13:20:00Z,4809620
2013,EV,2013-03-31T13:00:00Z,2022-05-23T13:24:00Z,4809624
2013,EV,2013-03-31T13:00:00Z,2022-05-23T13:25:00Z,4809625
2013,UA,2013-03-31T13:00:00Z,2022-05-23T13:22:00Z,4809622
2013,AA,2013-03-31T13:00:00Z,2022-05-23T13:30:00Z,4809630
2013,MQ,2013-03-31T13:00:00Z,2022-05-23T13:25:00Z,4809625
2013,DL,2013-03-31T13:00:00Z,2022-05-23T13:30:00Z,4809630
2013,UA,2013-03-31T13:00:00Z,2022-05-23T13:31:00Z,4809631
2013,EV,2013-03-31T13:00:00Z,2022-05-23T13:36:00Z,4809636
2013,UA,2013-03-31T13:00:00Z,2022-05-23T13:30:00Z,4809630
2013,B6,2013-03-31T13:00:00Z,2022-05-23T13:36:00Z,4809636
2013,B6,2013-03-31T13:00:00Z,2022-05-23T13:30:00Z,4809630
2013,B6,2013-03-31T13:00:00Z,2022-05-23T13:29:00Z,4809629
2013,AA,2013-03-31T13:00:00Z,2022-05-23T13:35:00Z,4809635
2013,UA,2013-03-31T13:00:00Z,2022-05-23T13:30:00Z,4809630
2013,EV,2013-03-31T13:00:00Z,2022-05-23T13:39:00Z,4809639
2013,DL,2013-03-31T13:00:00Z,2022-05-23T13:35:00Z,4809635
2013,DL,2013-03-31T13:00:00Z,2022-05-23T13:35:00Z,4809635
2013,EV,2013-03-31T13:00:00Z,2022-05-23T13:40:00Z,4809640
2013,MQ,2013-03-31T13:00:00Z,2022-05-23T13:35:00Z,4809635
2013,MQ,2013-03-31T13:00:00Z,2022-05-23T13:40:00Z,4809640
2013,EV,2013-03-31T13:00:00Z,2022-05-23T13:40:00Z,4809640
2013,9E,2013-03-31T13:00:00Z,2022-05-23T13:50:00Z,4809650
2013,UA,2013-03-31T13:00:00Z,2022-05-23T13:40:00Z,4809640
2013,UA,2013-03-31T13:00:00Z,2022-05-23T13:50:00Z,4809650
2013,EV,2013-03-31T13:00:00Z,2022-05-23T13:55:00Z,4809655
2013,MQ,2013-03-31T13:00:00Z,2022-05-23T13:50:00Z,4809650
2013,UA,2013-03-31T13:00:00Z,2022-05-23T13:53:00Z,4809653
2013,EV,2013-03-31T12:00:00Z,2022-05-23T12:59:00Z,4809659
2013,AA,2013-03-31T13:00:00Z,2022-05-23T13:45:00Z,4809645
2013,UA,2013-03-31T14:00:00Z,2022-05-23T14:00:00Z,4809600
2013,UA,2013-03-31T13:00:00Z,2022-05-23T13:53:00Z,4809653
2013,US,2013-03-31T14:00:00Z,2022-05-23T14:00:00Z,4809600
2013,DL,2013-03-31T14:00:00Z,2022-05-23T14:00:00Z,4809600
2013,DL,2013-03-31T14:00:00Z,2022-05-23T14:00:00Z,4809600
2013,AA,2013-03-31T14:00:00Z,2022-05-23T14:00:00Z,4809600
2013,B6,2013-03-31T14:00:00Z,2022-05-23T14:00:00Z,4809600
2013,UA,2013-03-31T13:00:00Z,2022-05-23T13:59:00Z,4809659
2013,DL,2013-03-31T14:00:00Z,2022-05-23T14:00:00Z,4809600
2013,AA,2013-03-31T14:00:00Z,2022-05-23T14:00:00Z,4809600
2013,UA,2013-03-31T13:00:00Z,2022-05-23T13:59:00Z,4809659
2013,DL,2013-03-31T14:00:00Z,2022-05-23T14:00:00Z,4809600
2013,B6,2013-03-31T14:00:00Z,2022-05-23T14:00:00Z,4809600
2013,B6,2013-03-31T14:00:00Z,2022-05-23T14:05:00Z,4809605
2013,DL,2013-03-31T14:00:00Z,2022-05-23T14:00:00Z,4809600
2013,UA,2013-03-31T14:00:00Z,2022-05-23T14:00:00Z,4809600
2013,DL,2013-03-31T14:00:00Z,2022-05-23T14:10:00Z,4809610
2013,MQ,2013-03-31T14:00:00Z,2022-05-23T14:05:00Z,4809605
2013,VX,2013-03-31T14:00:00Z,2022-05-23T14:10:00Z,4809610
2013,F9,2013-03-31T13:00:00Z,2022-05-23T13:30:00Z,4809630
2013,DL,2013-03-31T14:00:00Z,2022-05-23T14:15:00Z,4809615
2013,B6,2013-03-31T14:00:00Z,2022-05-23T14:17:00Z,4809617
2013,AA,2013-03-31T14:00:00Z,2022-05-23T14:20:00Z,4809620
2013,B6,2013-03-31T14:00:00Z,2022-05-23T14:20:00Z,4809620
2013,UA,2013-03-31T14:00:00Z,2022-05-23T14:11:00Z,4809611
2013,AA,2013-03-31T14:00:00Z,2022-05-23T14:20:00Z,4809620
2013,MQ,2013-03-31T14:00:00Z,2022-05-23T14:20:00Z,4809620
2013,EV,2013-03-31T14:00:00Z,2022-05-23T14:29:00Z,4809629
2013,EV,2013-03-31T14:00:00Z,2022-05-23T14:22:00Z,4809622
2013,EV,2013-03-31T14:00:00Z,2022-05-23T14:29:00Z,4809629
2013,9E,2013-03-31T14:00:00Z,2022-05-23T14:30:00Z,4809630
2013,B6,2013-03-31T14:00:00Z,2022-05-23T14:00:00Z,4809600
2013,UA,2013-03-31T14:00:00Z,2022-05-23T14:29:00Z,4809629
2013,EV,2013-03-31T14:00:00Z,2022-05-23T14:29:00Z,4809629
2013,WN,2013-03-31T14:00:00Z,2022-05-23T14:30:00Z,4809630
2013,UA,2013-03-31T14:00:00Z,2022-05-23T14:00:00Z,4809600
2013,B6,2013-03-31T14:00:00Z,2022-05-23T14:30:00Z,4809630
2013,B6,2013-03-31T14:00:00Z,2022-05-23T14:30:00Z,4809630
2013,DL,2013-03-31T14:00:00Z,2022-05-23T14:15:00Z,4809615
2013,EV,2013-03-31T14:00:00Z,2022-05-23T14:40:00Z,4809640
2013,VX,2013-03-31T14:00:00Z,2022-05-23T14:35:00Z,4809635
2013,B6,2013-03-31T14:00:00Z,2022-05-23T14:36:00Z,4809636
2013,B6,2013-03-31T14:00:00Z,2022-05-23T14:15:00Z,4809615
2013,B6,2013-03-31T14:00:00Z,2022-05-23T14:25:00Z,4809625
2013,B6,2013-03-31T14:00:00Z,2022-05-23T14:45:00Z,4809645
2013,AA,2013-03-31T14:00:00Z,2022-05-23T14:40:00Z,4809640
2013,9E,2013-03-31T14:00:00Z,2022-05-23T14:50:00Z,4809650
2013,9E,2013-03-31T14:00:00Z,2022-05-23T14:50:00Z,4809650
2013,AA,2013-03-31T14:00:00Z,2022-05-23T14:45:00Z,4809645
2013,EV,2013-03-31T14:00:00Z,2022-05-23T14:59:00Z,4809659
2013,WN,2013-03-31T14:00:00Z,2022-05-23T14:45:00Z,4809645
2013,B6,2013-03-31T14:00:00Z,2022-05-23T14:55:00Z,4809655
2013,EV,2013-03-31T14:00:00Z,2022-05-23T14:29:00Z,4809629
2013,B6,2013-03-31T14:00:00Z,2022-05-23T14:42:00Z,4809642
2013,UA,2013-03-31T14:00:00Z,2022-05-23T14:59:00Z,4809659
2013,MQ,2013-03-31T14:00:00Z,2022-05-23T14:55:00Z,4809655
2013,EV,2013-03-31T15:00:00Z,2022-05-23T15:00:00Z,4809600
2013,B6,2013-03-31T14:00:00Z,2022-05-23T14:50:00Z,4809650
2013,US,2013-03-31T14:00:00Z,2022-05-23T14:59:00Z,4809659
2013,DL,2013-03-31T15:00:00Z,2022-05-23T15:04:00Z,4809604
2013,HA,2013-03-31T15:00:00Z,2022-05-23T15:00:00Z,4809600
2013,MQ,2013-03-31T14:00:00Z,2022-05-23T14:59:00Z,4809659
2013,EV,2013-03-31T14:00:00Z,2022-05-23T14:29:00Z,4809629
2013,UA,2013-03-31T15:00:00Z,2022-05-23T15:00:00Z,4809600
2013,DL,2013-03-31T15:00:00Z,2022-05-23T15:00:00Z,4809600
2013,US,2013-03-31T14:00:00Z,2022-05-23T14:59:00Z,4809659
2013,UA,2013-03-31T14:00:00Z,2022-05-23T14:56:00Z,4809656
2013,DL,2013-03-31T15:00:00Z,2022-05-23T15:00:00Z,4809600
2013,EV,2013-03-31T14:00:00Z,2022-05-23T14:59:00Z,4809659
2013,MQ,2013-03-31T15:00:00Z,2022-05-23T15:10:00Z,4809610
2013,UA,2013-03-31T14:00:00Z,2022-05-23T14:53:00Z,4809653
2013,US,2013-03-31T15:00:00Z,2022-05-23T15:15:00Z,4809615
2013,US,2013-03-31T15:00:00Z,2022-05-23T15:15:00Z,4809615
2013,UA,2013-03-31T15:00:00Z,2022-05-23T15:13:00Z,4809613
2013,AA,2013-03-31T15:00:00Z,2022-05-23T15:20:00Z,4809620
2013,B6,2013-03-31T14:00:00Z,2022-05-23T14:05:00Z,4809605
2013,AA,2013-03-31T15:00:00Z,2022-05-23T15:30:00Z,4809630
2013,EV,2013-03-31T15:00:00Z,2022-05-23T15:29:00Z,4809629
2013,EV,2013-03-31T15:00:00Z,2022-05-23T15:29:00Z,4809629
2013,MQ,2013-03-31T15:00:00Z,2022-05-23T15:30:00Z,4809630
2013,DL,2013-03-31T15:00:00Z,2022-05-23T15:30:00Z,4809630
2013,UA,2013-03-31T15:00:00Z,2022-05-23T15:25:00Z,4809625
2013,AA,2013-03-31T15:00:00Z,2022-05-23T15:30:00Z,4809630
2013,US,2013-03-31T15:00:00Z,2022-05-23T15:15:00Z,4809615
2013,AA,2013-03-31T15:00:00Z,2022-05-23T15:30:00Z,4809630
2013,UA,2013-03-31T15:00:00Z,2022-05-23T15:29:00Z,4809629
2013,B6,2013-03-31T15:00:00Z,2022-05-23T15:35:00Z,4809635
2013,EV,2013-03-31T15:00:00Z,2022-05-23T15:35:00Z,4809635
2013,EV,2013-03-31T15:00:00Z,2022-05-23T15:51:00Z,4809651
2013,B6,2013-03-31T15:00:00Z,2022-05-23T15:44:00Z,4809644
2013,DL,2013-03-31T15:00:00Z,2022-05-23T15:50:00Z,4809650
2013,DL,2013-03-31T16:00:00Z,2022-05-23T16:00:00Z,4809600
2013,DL,2013-03-31T16:00:00Z,2022-05-23T16:00:00Z,4809600
2013,B6,2013-03-31T15:00:00Z,2022-05-23T15:55:00Z,4809655
2013,US,2013-03-31T16:00:00Z,2022-05-23T16:00:00Z,4809600
2013,UA,2013-03-31T15:00:00Z,2022-05-23T15:59:00Z,4809659
2013,DL,2013-03-31T16:00:00Z,2022-05-23T16:00:00Z,4809600
2013,UA,2013-03-31T15:00:00Z,2022-05-23T15:51:00Z,4809651
2013,DL,2013-03-31T16:00:00Z,2022-05-23T16:00:00Z,4809600
2013,WN,2013-03-31T16:00:00Z,2022-05-23T16:00:00Z,4809600
2013,MQ,2013-03-31T16:00:00Z,2022-05-23T16:00:00Z,4809600
2013,UA,2013-03-31T15:00:00Z,2022-05-23T15:59:00Z,4809659
2013,DL,2013-03-31T16:00:00Z,2022-05-23T16:10:00Z,4809610
2013,B6,2013-03-31T16:00:00Z,2022-05-23T16:10:00Z,4809610
2013,MQ,2013-03-31T15:00:00Z,2022-05-23T15:50:00Z,4809650
2013,AA,2013-03-31T16:00:00Z,2022-05-23T16:15:00Z,4809615
2013,UA,2013-03-31T15:00:00Z,2022-05-23T15:56:00Z,4809656
2013,B6,2013-03-31T15:00:00Z,2022-05-23T15:50:00Z,4809650
2013,DL,2013-03-31T16:00:00Z,2022-05-23T16:15:00Z,4809615
2013,UA,2013-03-31T15:00:00Z,2022-05-23T15:55:00Z,4809655
2013,MQ,2013-03-31T16:00:00Z,2022-05-23T16:15:00Z,4809615
2013,DL,2013-03-31T15:00:00Z,2022-05-23T15:30:00Z,4809630
2013,B6,2013-03-31T16:00:00Z,2022-05-23T16:25:00Z,4809625
2013,EV,2013-03-31T16:00:00Z,2022-05-23T16:30:00Z,4809630
2013,B6,2013-03-31T16:00:00Z,2022-05-23T16:05:00Z,4809605
2013,EV,2013-03-31T16:00:00Z,2022-05-23T16:30:00Z,4809630
2013,9E,2013-03-31T16:00:00Z,2022-05-23T16:25:00Z,4809625
2013,US,2013-03-31T16:00:00Z,2022-05-23T16:30:00Z,4809630
2013,EV,2013-03-31T16:00:00Z,2022-05-23T16:30:00Z,4809630
2013,EV,2013-03-31T16:00:00Z,2022-05-23T16:30:00Z,4809630
2013,WN,2013-03-31T16:00:00Z,2022-05-23T16:05:00Z,4809605
2013,B6,2013-03-31T16:00:00Z,2022-05-23T16:31:00Z,4809631
2013,MQ,2013-03-31T16:00:00Z,2022-05-23T16:35:00Z,4809635
2013,UA,2013-03-31T16:00:00Z,2022-05-23T16:30:00Z,4809630
2013,DL,2013-03-31T16:00:00Z,2022-05-23T16:30:00Z,4809630
2013,EV,2013-03-31T16:00:00Z,2022-05-23T16:35:00Z,4809635
2013,AA,2013-03-31T16:00:00Z,2022-05-23T16:25:00Z,4809625
2013,DL,2013-03-31T16:00:00Z,2022-05-23T16:35:00Z,4809635
2013,DL,2013-03-31T16:00:00Z,2022-05-23T16:35:00Z,4809635
2013,DL,2013-03-31T16:00:00Z,2022-05-23T16:30:00Z,4809630
2013,UA,2013-03-31T16:00:00Z,2022-05-23T16:36:00Z,4809636
2013,UA,2013-03-31T16:00:00Z,2022-05-23T16:37:00Z,4809637
2013,AA,2013-03-31T16:00:00Z,2022-05-23T16:40:00Z,4809640
2013,UA,2013-03-31T16:00:00Z,2022-05-23T16:30:00Z,4809630
2013,B6,2013-03-31T16:00:00Z,2022-05-23T16:45:00Z,4809645
2013,MQ,2013-03-31T16:00:00Z,2022-05-23T16:50:00Z,4809650
2013,DL,2013-03-31T16:00:00Z,2022-05-23T16:45:00Z,4809645
2013,AA,2013-03-31T17:00:00Z,2022-05-23T17:00:00Z,4809600
2013,UA,2013-03-31T16:00:00Z,2022-05-23T16:05:00Z,4809605
2013,MQ,2013-03-31T17:00:00Z,2022-05-23T17:00:00Z,4809600
2013,UA,2013-03-31T16:00:00Z,2022-05-23T16:55:00Z,4809655
2013,US,2013-03-31T17:00:00Z,2022-05-23T17:00:00Z,4809600
2013,9E,2013-03-31T17:00:00Z,2022-05-23T17:00:00Z,4809600
2013,VX,2013-03-31T15:00:00Z,2022-05-23T15:30:00Z,4809630
2013,B6,2013-03-31T17:00:00Z,2022-05-23T17:00:00Z,4809600
2013,US,2013-03-31T17:00:00Z,2022-05-23T17:00:00Z,4809600
2013,UA,2013-03-31T17:00:00Z,2022-05-23T17:00:00Z,4809600
2013,DL,2013-03-31T17:00:00Z,2022-05-23T17:00:00Z,4809600
2013,EV,2013-03-31T17:00:00Z,2022-05-23T17:05:00Z,4809605
2013,DL,2013-03-31T17:00:00Z,2022-05-23T17:00:00Z,4809600
2013,EV,2013-03-31T17:00:00Z,2022-05-23T17:00:00Z,4809600
2013,AA,2013-03-31T17:00:00Z,2022-05-23T17:05:00Z,4809605
2013,MQ,2013-03-31T17:00:00Z,2022-05-23T17:05:00Z,4809605
2013,UA,2013-03-31T17:00:00Z,2022-05-23T17:00:00Z,4809600
2013,MQ,2013-03-31T17:00:00Z,2022-05-23T17:00:00Z,4809600
2013,EV,2013-03-31T17:00:00Z,2022-05-23T17:00:00Z,4809600
2013,B6,2013-03-31T17:00:00Z,2022-05-23T17:09:00Z,4809609
2013,WN,2013-03-31T17:00:00Z,2022-05-23T17:10:00Z,4809610
2013,WN,2013-03-31T17:00:00Z,2022-05-23T17:05:00Z,4809605
2013,DL,2013-03-31T16:00:00Z,2022-05-23T16:45:00Z,4809645
2013,B6,2013-03-31T17:00:00Z,2022-05-23T17:20:00Z,4809620
2013,MQ,2013-03-31T17:00:00Z,2022-05-23T17:20:00Z,4809620
2013,EV,2013-03-31T17:00:00Z,2022-05-23T17:29:00Z,4809629
2013,MQ,2013-03-31T17:00:00Z,2022-05-23T17:35:00Z,4809635
2013,DL,2013-03-31T17:00:00Z,2022-05-23T17:35:00Z,4809635
2013,EV,2013-03-31T16:00:00Z,2022-05-23T16:20:00Z,4809620
2013,DL,2013-03-31T17:00:00Z,2022-05-23T17:40:00Z,4809640
2013,EV,2013-03-31T17:00:00Z,2022-05-23T17:30:00Z,4809630
2013,AA,2013-03-31T17:00:00Z,2022-05-23T17:40:00Z,4809640
2013,AA,2013-03-31T17:00:00Z,2022-05-23T17:40:00Z,4809640
2013,B6,2013-03-31T17:00:00Z,2022-05-23T17:42:00Z,4809642
2013,EV,2013-03-31T17:00:00Z,2022-05-23T17:40:00Z,4809640
2013,B6,2013-03-31T17:00:00Z,2022-05-23T17:45:00Z,4809645
2013,AA,2013-03-31T17:00:00Z,2022-05-23T17:45:00Z,4809645
2013,EV,2013-03-31T15:00:00Z,2022-05-23T15:29:00Z,4809629
2013,DL,2013-03-31T17:00:00Z,2022-05-23T17:50:00Z,4809650
2013,UA,2013-03-31T17:00:00Z,2022-05-23T17:48:00Z,4809648
2013,B6,2013-03-31T17:00:00Z,2022-05-23T17:55:00Z,4809655
2013,AA,2013-03-31T18:00:00Z,2022-05-23T18:00:00Z,4809600
2013,B6,2013-03-31T17:00:00Z,2022-05-23T17:55:00Z,4809655
2013,US,2013-03-31T17:00:00Z,2022-05-23T17:59:00Z,4809659
2013,US,2013-03-31T18:00:00Z,2022-05-23T18:00:00Z,4809600
2013,EV,2013-03-31T17:00:00Z,2022-05-23T17:50:00Z,4809650
2013,EV,2013-03-31T17:00:00Z,2022-05-23T17:59:00Z,4809659
2013,EV,2013-03-31T18:00:00Z,2022-05-23T18:05:00Z,4809605
2013,WN,2013-03-31T17:00:00Z,2022-05-23T17:55:00Z,4809655
2013,DL,2013-03-31T17:00:00Z,2022-05-23T17:59:00Z,4809659
2013,B6,2013-03-31T18:00:00Z,2022-05-23T18:03:00Z,4809603
2013,WN,2013-03-31T17:00:00Z,2022-05-23T17:35:00Z,4809635
2013,WN,2013-03-31T18:00:00Z,2022-05-23T18:00:00Z,4809600
2013,9E,2013-03-31T18:00:00Z,2022-05-23T18:00:00Z,4809600
2013,MQ,2013-03-31T18:00:00Z,2022-05-23T18:00:00Z,4809600
2013,UA,2013-03-31T17:00:00Z,2022-05-23T17:59:00Z,4809659
2013,DL,2013-03-31T18:00:00Z,2022-05-23T18:00:00Z,4809600
2013,EV,2013-03-31T18:00:00Z,2022-05-23T18:00:00Z,4809600
2013,WN,2013-03-31T17:00:00Z,2022-05-23T17:45:00Z,4809645
2013,EV,2013-03-31T18:00:00Z,2022-05-23T18:14:00Z,4809614
2013,US,2013-03-31T18:00:00Z,2022-05-23T18:15:00Z,4809615
2013,AA,2013-03-31T18:00:00Z,2022-05-23T18:00:00Z,4809600
2013,B6,2013-03-31T18:00:00Z,2022-05-23T18:15:00Z,4809615
2013,FL,2013-03-31T18:00:00Z,2022-05-23T18:14:00Z,4809614
2013,MQ,2013-03-31T18:00:00Z,2022-05-23T18:15:00Z,4809615
2013,EV,2013-03-31T18:00:00Z,2022-05-23T18:20:00Z,4809620
2013,MQ,2013-03-31T18:00:00Z,2022-05-23T18:25:00Z,4809625
2013,AA,2013-03-31T17:00:00Z,2022-05-23T17:45:00Z,4809645
2013,EV,2013-03-31T17:00:00Z,2022-05-23T17:36:00Z,4809636
2013,B6,2013-03-31T18:00:00Z,2022-05-23T18:20:00Z,4809620
2013,VX,2013-03-31T18:00:00Z,2022-05-23T18:25:00Z,4809625
2013,EV,2013-03-31T18:00:00Z,2022-05-23T18:29:00Z,4809629
2013,EV,2013-03-31T18:00:00Z,2022-05-23T18:28:00Z,4809628
2013,AA,2013-03-31T18:00:00Z,2022-05-23T18:30:00Z,4809630
2013,B6,2013-03-31T18:00:00Z,2022-05-23T18:30:00Z,4809630
2013,B6,2013-03-31T18:00:00Z,2022-05-23T18:39:00Z,4809639
2013,B6,2013-03-31T18:00:00Z,2022-05-23T18:40:00Z,4809640
2013,EV,2013-03-31T18:00:00Z,2022-05-23T18:41:00Z,4809641
2013,B6,2013-03-31T18:00:00Z,2022-05-23T18:40:00Z,4809640
2013,B6,2013-03-31T18:00:00Z,2022-05-23T18:40:00Z,4809640
2013,9E,2013-03-31T18:00:00Z,2022-05-23T18:45:00Z,4809645
2013,EV,2013-03-31T18:00:00Z,2022-05-23T18:28:00Z,4809628
2013,US,2013-03-31T18:00:00Z,2022-05-23T18:50:00Z,4809650
2013,UA,2013-03-31T18:00:00Z,2022-05-23T18:35:00Z,4809635
2013,DL,2013-03-31T18:00:00Z,2022-05-23T18:10:00Z,4809610
2013,EV,2013-03-31T18:00:00Z,2022-05-23T18:50:00Z,4809650
2013,AA,2013-03-31T18:00:00Z,2022-05-23T18:45:00Z,4809645
2013,B6,2013-03-31T18:00:00Z,2022-05-23T18:45:00Z,4809645
2013,MQ,2013-03-31T18:00:00Z,2022-05-23T18:50:00Z,4809650
2013,AA,2013-03-31T18:00:00Z,2022-05-23T18:45:00Z,4809645
2013,EV,2013-03-31T18:00:00Z,2022-05-23T18:59:00Z,4809659
2013,US,2013-03-31T19:00:00Z,2022-05-23T19:00:00Z,4809600
2013,UA,2013-03-31T18:00:00Z,2022-05-23T18:54:00Z,4809654
2013,EV,2013-03-31T18:00:00Z,2022-05-23T18:59:00Z,4809659
2013,B6,2013-03-31T18:00:00Z,2022-05-23T18:55:00Z,4809655
2013,EV,2013-03-31T19:00:00Z,2022-05-23T19:00:00Z,4809600
2013,UA,2013-03-31T18:00:00Z,2022-05-23T18:24:00Z,4809624
2013,DL,2013-03-31T18:00:00Z,2022-05-23T18:59:00Z,4809659
2013,US,2013-03-31T19:00:00Z,2022-05-23T19:00:00Z,4809600
2013,WN,2013-03-31T18:00:00Z,2022-05-23T18:55:00Z,4809655
2013,UA,2013-03-31T19:00:00Z,2022-05-23T19:01:00Z,4809601
2013,DL,2013-03-31T18:00:00Z,2022-05-23T18:59:00Z,4809659
2013,UA,2013-03-31T19:00:00Z,2022-05-23T19:00:00Z,4809600
2013,UA,2013-03-31T18:00:00Z,2022-05-23T18:56:00Z,4809656
2013,UA,2013-03-31T18:00:00Z,2022-05-23T18:55:00Z,4809655
2013,US,2013-03-31T18:00:00Z,2022-05-23T18:25:00Z,4809625
2013,MQ,2013-03-31T19:00:00Z,2022-05-23T19:10:00Z,4809610
2013,MQ,2013-03-31T17:00:00Z,2022-05-23T17:00:00Z,4809600
2013,B6,2013-03-31T19:00:00Z,2022-05-23T19:10:00Z,4809610
2013,DL,2013-03-31T19:00:00Z,2022-05-23T19:15:00Z,4809615
2013,EV,2013-03-31T19:00:00Z,2022-05-23T19:15:00Z,4809615
2013,EV,2013-03-31T19:00:00Z,2022-05-23T19:00:00Z,4809600
